,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20
v1,0,43,31,51,80,43,18,89,112,56,76,68,45,42,40,42,109,47,75,57
v2,43,0,12,56,85,34,25,94,117,27,57,73,50,59,15,33,114,60,88,62
v3,31,12,0,60,89,38,23,98,121,31,61,77,54,51,19,37,118,56,84,66
v4,51,56,60,0,29,28,37,38,61,41,61,17,16,31,41,27,58,32,60,28
v5,80,85,89,29,0,51,66,9,32,58,78,12,35,38,70,52,29,33,43,45
v6,43,34,38,28,51,0,25,60,83,13,33,39,44,59,19,1,80,60,88,28
v7,18,25,23,37,66,25,0,75,98,38,58,54,31,34,22,24,95,35,63,43
v8,89,94,98,38,9,60,75,0,23,67,85,21,44,47,79,61,20,42,36,52
v9,112,117,121,61,32,83,98,23,0,90,104,44,67,70,102,84,23,65,37,71
v10,56,27,31,41,58,13,38,67,90,0,30,52,57,72,16,14,87,73,101,35
v11,76,57,61,61,78,33,58,85,104,30,0,72,77,92,42,34,81,93,121,33
v12,68,73,77,17,12,39,54,21,44,52,72,0,23,26,58,40,41,21,49,39
v13,45,50,54,16,35,44,31,44,67,57,77,23,0,15,41,43,64,16,44,44
v14,42,59,51,31,38,59,34,47,70,72,92,26,15,0,56,58,67,5,33,59
v15,40,15,19,41,70,19,22,79,102,16,42,58,41,56,0,18,99,57,85,47
v16,42,33,37,27,52,1,24,61,84,14,34,40,43,58,18,0,81,59,87,29
v17,109,114,118,58,29,80,95,20,23,87,81,41,64,67,99,81,0,62,40,52
v18,47,60,56,32,33,60,35,42,65,73,93,21,16,5,57,59,62,0,28,60
v19,75,88,84,60,43,88,63,36,37,101,121,49,44,33,85,87,40,28,0,88
v20,57,62,66,28,45,28,43,52,71,35,33,39,44,59,47,29,52,60,88,0
