,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160,v161,v162,v163,v164,v165,v166,v167,v168,v169,v170,v171,v172,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v187,v188,v189,v190,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v204,v205,v206,v207,v208,v209,v210,v211,v212,v213,v214,v215,v216,v217,v218,v219,v220,v221,v222,v223,v224,v225,v226,v227,v228,v229,v230,v231,v232,v233,v234,v235,v236,v237,v238,v239,v240,v241,v242,v243,v244,v245,v246,v247,v248,v249,v250,v251,v252,v253,v254,v255,v256,v257,v258,v259,v260,v261,v262,v263,v264,v265,v266,v267,v268,v269,v270,v271,v272,v273,v274,v275,v276,v277,v278,v279,v280,v281,v282,v283,v284,v285,v286,v287,v288,v289,v290,v291,v292,v293,v294,v295,v296,v297,v298,v299,v300,v301,v302,v303,v304,v305,v306,v307,v308,v309,v310,v311,v312,v313,v314,v315,v316,v317,v318,v319,v320
v1,0,40,76,21,34,60,8,44,78,33,56,28,17,46,67,31,46,71,48,71,43,75,56,46,33,47,40,44,39,41,59,43,66,39,48,22,45,38,21,15,43,39,17,74,58,40,38,40,10,43,51,57,26,16,43,36,47,33,2,24,25,60,16,36,74,48,18,18,64,50,41,5,79,56,63,53,38,20,22,71,21,39,69,32,32,47,23,13,7,39,61,40,36,30,42,32,50,48,22,50,11,72,70,65,16,62,75,68,44,65,6,24,11,80,56,71,43,53,56,70,43,49,19,61,52,25,45,20,36,36,10,72,13,76,26,54,26,51,38,40,35,60,72,71,54,31,60,65,22,68,25,40,64,27,74,35,47,48,37,33,66,28,66,39,54,77,67,55,50,52,51,9,57,22,42,8,1,32,4,8,66,42,50,43,35,26,57,63,51,38,39,50,39,70,17,65,15,13,52,48,42,63,22,11,15,34,7,47,55,39,37,14,52,17,57,23,14,41,25,14,53,52,22,46,30,46,68,56,8,18,62,28,75,2,5,29,51,33,17,19,58,28,36,43,48,31,71,46,33,23,21,27,29,36,60,35,26,46,53,24,32,57,37,44,37,47,24,30,60,40,48,44,51,26,43,68,51,21,31,10,54,35,41,18,53,68,27,6,57,10,40,42,19,31,28,59,83,26,47,63,52,15,66,26,59,25,12,86,47,42,40,18,43,63,44,45,43,42,27,30
v2,40,0,36,39,10,56,48,22,38,53,16,48,39,70,27,59,68,31,12,33,47,35,16,12,15,37,2,72,11,69,51,11,26,11,8,32,5,4,29,43,13,67,27,34,18,68,66,68,30,5,63,39,32,44,15,42,29,45,38,30,29,20,34,64,34,14,42,22,24,28,47,35,39,36,23,13,66,44,22,31,49,11,29,8,8,11,43,29,35,49,21,34,6,28,28,42,22,68,40,10,29,32,46,25,44,34,35,44,24,25,36,20,29,40,18,31,15,63,48,30,3,9,29,47,38,17,5,24,32,62,38,32,33,36,20,48,24,19,64,12,5,42,32,31,36,51,20,25,42,28,19,26,48,13,34,13,21,20,65,7,40,46,46,11,14,39,31,59,20,12,41,31,21,24,22,38,41,16,42,34,48,62,64,5,5,40,35,27,11,18,67,10,1,30,23,25,29,39,64,24,36,37,18,29,43,50,33,15,35,15,9,28,32,23,55,37,34,69,35,42,13,12,44,26,12,18,28,24,36,22,24,16,35,42,45,27,15,7,25,47,44,12,12,3,34,11,31,74,29,51,19,55,11,30,20,5,54,12,43,42,60,17,39,8,3,57,52,10,48,4,28,42,55,36,35,46,21,43,59,32,54,5,19,44,25,28,49,46,17,36,50,2,47,41,18,41,43,14,7,43,60,25,26,26,39,15,28,46,65,44,32,46,63,23,56,25,71,70,55,32
v3,76,36,0,55,46,30,84,32,10,43,20,48,59,44,21,47,42,5,38,7,33,5,20,30,43,29,36,46,37,43,25,33,10,39,28,54,31,38,65,61,33,43,59,10,18,44,40,42,66,33,37,19,50,66,41,40,29,43,74,52,51,22,70,42,12,28,58,58,14,26,35,71,7,20,15,25,46,56,58,17,63,41,7,44,44,37,53,63,69,37,15,36,40,46,34,44,48,42,54,26,65,4,20,21,68,14,7,18,32,11,72,56,65,4,20,13,41,37,22,6,33,27,65,21,24,53,31,56,40,40,74,8,69,6,50,22,50,25,38,38,41,16,6,15,22,45,20,15,54,20,55,36,22,49,4,49,29,46,39,43,14,48,20,47,22,13,9,33,26,30,25,67,19,60,34,74,77,44,78,70,22,36,38,33,41,50,19,13,35,38,41,30,37,16,59,23,61,63,38,28,34,13,54,65,63,42,69,41,21,37,41,64,24,59,29,53,70,43,51,64,31,32,54,30,46,44,8,20,68,58,14,48,1,78,81,47,25,43,61,57,18,48,40,33,28,47,5,48,43,57,55,51,47,40,24,41,54,38,23,52,52,31,39,34,39,31,52,46,22,36,28,32,29,50,33,20,25,55,51,66,28,41,35,58,23,8,49,82,19,72,36,34,61,45,48,17,7,50,29,17,34,61,10,50,17,51,64,10,39,34,36,66,37,17,32,31,45,44,55,46
v4,21,39,55,0,45,39,29,23,57,14,35,9,4,31,46,20,29,50,51,50,22,54,35,27,24,26,41,33,50,30,38,28,45,50,31,7,40,35,32,6,26,28,12,53,37,29,27,29,19,34,30,36,7,11,54,15,26,12,19,9,10,39,27,25,53,27,3,23,43,29,20,16,58,35,42,38,27,5,33,50,10,50,48,35,39,50,4,10,14,18,40,19,33,11,21,11,61,29,1,33,18,51,49,44,13,41,54,47,23,44,17,35,12,59,35,50,54,32,35,49,36,36,30,40,31,36,38,15,15,23,21,51,24,55,19,33,15,30,25,51,34,39,51,50,33,12,39,44,3,47,36,19,43,34,53,46,26,59,26,32,45,7,45,50,33,56,46,34,29,43,30,12,36,33,21,19,22,23,23,19,45,23,29,44,38,5,36,42,48,21,28,43,38,49,16,44,10,8,31,27,21,42,29,14,8,13,14,54,34,24,48,25,31,24,36,2,25,30,4,9,44,45,5,25,27,57,47,35,13,17,41,23,54,23,26,12,30,40,28,8,37,27,27,40,27,42,50,35,12,12,30,16,32,15,39,40,15,51,32,3,21,44,16,47,36,26,13,29,39,35,27,23,30,5,22,47,30,4,20,11,33,36,20,5,32,47,10,27,36,21,19,37,8,10,21,38,62,27,40,42,31,26,45,13,38,24,13,65,26,21,19,11,24,42,23,24,32,31,16,9
v5,34,10,46,45,0,62,38,28,48,59,26,54,45,76,37,65,74,41,18,41,53,45,26,18,21,43,10,78,9,75,57,17,36,7,18,38,15,10,19,49,19,73,33,44,28,74,72,74,26,13,69,45,38,50,11,48,35,51,32,36,35,30,24,70,44,20,48,22,34,34,53,39,49,42,33,23,72,50,12,41,55,5,39,10,6,17,49,35,41,55,31,40,12,34,34,48,16,74,46,20,27,42,52,35,50,40,45,50,30,35,28,10,33,50,26,41,13,69,54,40,13,19,19,53,44,9,15,30,38,68,28,42,23,46,26,54,30,25,70,8,11,48,42,41,42,57,30,35,48,38,9,32,54,11,44,3,27,14,71,13,46,52,52,5,24,47,37,65,26,22,47,35,27,14,28,28,35,22,32,26,54,68,70,13,7,46,41,33,21,24,73,20,9,40,29,35,35,45,70,30,42,43,16,31,49,56,39,17,41,21,5,20,38,21,61,43,24,75,41,48,23,22,50,32,18,14,38,30,42,28,32,22,45,34,35,33,21,5,17,53,50,18,18,13,40,3,41,80,35,57,15,61,13,36,30,5,60,16,49,48,66,27,45,14,9,63,58,16,54,10,34,48,61,42,41,52,27,49,65,38,60,9,25,50,31,38,55,36,27,26,56,12,53,47,24,47,53,18,17,49,66,19,36,32,45,21,32,56,71,50,38,52,69,33,62,31,77,76,61,38
v6,60,56,30,39,62,0,68,34,40,27,40,32,43,14,51,31,14,33,68,23,17,25,42,44,41,19,58,20,67,21,5,45,40,67,48,38,57,52,49,45,43,27,43,40,46,28,24,20,50,51,9,17,34,50,71,24,27,27,58,36,35,52,54,26,42,42,42,42,44,28,19,55,37,20,45,55,30,40,50,47,47,67,35,52,56,67,37,47,53,21,39,22,50,30,28,28,78,12,38,50,49,32,10,51,52,22,23,12,32,31,56,52,49,32,38,43,71,7,8,32,53,53,49,9,18,53,55,40,24,24,58,38,53,36,36,8,34,37,22,68,51,14,36,45,20,29,50,45,38,50,53,30,8,51,34,63,35,76,23,49,16,32,10,67,48,17,25,5,36,60,15,51,35,50,34,58,61,40,62,54,8,18,10,61,55,34,21,29,65,38,25,60,55,46,43,53,45,47,8,32,20,19,46,49,47,26,53,71,21,41,65,48,24,43,3,37,54,23,35,48,61,62,38,30,44,74,36,32,52,42,32,40,29,62,65,31,41,57,45,41,12,44,44,57,22,59,31,18,27,41,47,35,49,26,54,57,38,68,13,36,36,61,23,64,53,13,36,46,8,52,28,16,9,34,21,10,35,39,35,50,6,53,37,42,31,34,33,66,47,56,20,54,45,29,38,15,31,44,57,13,8,45,34,34,17,41,48,30,13,18,24,50,17,47,16,31,17,26,39,30
v7,8,48,84,29,38,68,0,52,86,41,64,36,25,54,75,37,54,79,56,79,51,83,64,54,41,55,48,48,47,47,67,51,74,45,56,30,53,46,19,23,51,41,25,82,66,42,44,48,18,51,59,65,34,18,49,44,55,41,10,32,33,68,14,42,82,56,26,26,72,58,49,13,87,64,71,61,40,28,26,79,23,43,77,40,40,55,31,21,15,47,69,48,44,38,50,40,48,56,30,58,19,80,78,73,18,70,83,76,52,73,12,28,19,88,64,79,51,61,64,78,51,57,19,69,60,31,53,28,44,44,10,80,15,84,34,62,34,59,46,46,43,68,80,79,62,39,68,73,30,76,29,48,72,35,82,35,55,50,45,41,74,36,74,37,62,85,75,63,58,60,59,17,65,24,50,10,7,40,6,14,74,50,58,51,43,34,65,71,59,46,43,58,47,78,25,73,23,21,60,56,50,71,30,19,21,42,15,55,63,47,43,20,60,25,65,31,14,45,33,20,61,60,30,54,38,52,76,64,16,26,70,36,83,6,3,37,59,41,23,27,66,36,44,51,56,37,79,50,41,27,29,33,37,44,68,43,30,54,61,32,34,65,45,52,45,55,32,38,68,48,56,52,59,34,51,76,59,29,33,18,62,43,49,26,61,76,35,2,65,12,48,50,23,39,36,67,91,34,55,71,60,23,74,34,67,33,20,94,55,50,48,20,51,71,52,53,51,44,29,38
v8,44,22,32,23,28,34,52,0,34,31,12,26,27,48,23,37,46,27,34,27,25,31,12,10,11,15,24,50,33,47,29,11,22,33,14,22,23,18,33,29,9,45,27,30,14,46,44,46,34,17,41,17,18,34,37,20,7,23,42,20,19,18,38,42,30,8,26,26,20,6,25,39,35,14,19,21,44,24,26,27,31,33,25,18,22,33,21,31,37,27,17,12,16,14,6,20,44,46,22,16,33,28,26,21,36,18,31,24,2,21,40,24,33,36,12,27,37,41,26,26,19,19,33,25,16,21,21,24,10,40,42,28,37,32,18,26,18,7,42,34,17,20,28,27,14,29,16,21,22,24,23,4,26,17,30,29,3,42,43,15,22,24,24,33,14,33,23,37,6,26,19,35,13,28,2,42,45,12,46,38,26,40,42,27,21,18,13,19,31,6,45,26,21,26,27,21,29,31,42,4,14,19,22,33,31,28,37,37,13,7,31,32,10,27,33,21,38,47,19,32,27,28,22,4,14,40,24,12,36,26,18,16,31,46,49,15,7,23,29,25,22,16,10,23,12,25,27,52,11,29,23,33,15,8,20,23,32,34,21,20,38,27,17,30,19,35,30,14,26,18,6,20,33,18,13,24,7,23,37,34,32,19,3,26,9,24,27,50,13,40,28,20,29,19,16,19,39,18,23,21,38,29,22,18,17,19,32,42,43,22,10,34,41,19,34,3,49,48,33,14
v9,78,38,10,57,48,40,86,34,0,45,22,50,61,54,11,49,52,7,30,17,35,15,22,32,45,31,38,56,39,53,35,35,12,41,30,56,33,40,67,63,35,51,61,4,20,52,50,52,68,35,47,23,52,68,37,42,31,45,76,54,53,18,72,48,4,30,60,60,14,28,37,73,3,22,15,25,50,58,60,7,65,43,9,46,46,31,55,65,71,39,17,38,42,48,36,46,38,52,56,28,67,8,30,13,70,18,17,28,34,13,74,58,67,8,22,7,35,47,32,8,35,29,67,31,26,55,33,58,42,46,76,6,71,4,52,32,52,27,48,40,43,26,6,7,24,47,18,13,56,10,57,38,32,51,6,51,31,36,49,45,24,50,30,49,24,23,15,43,28,26,27,69,21,62,36,76,79,46,80,72,32,46,48,35,43,52,21,15,27,40,51,28,39,8,61,13,63,65,48,30,36,21,56,67,65,44,71,31,23,39,43,66,26,61,39,55,72,53,53,66,25,26,56,32,48,34,10,22,70,60,16,50,11,80,83,49,27,45,63,59,28,50,42,35,30,49,9,58,45,59,57,53,49,42,18,43,56,32,27,54,54,21,41,34,41,41,54,48,32,38,30,34,39,52,35,30,27,57,53,68,38,43,37,60,25,10,51,84,21,74,38,36,63,47,50,25,9,52,31,27,44,63,12,52,23,53,66,10,49,36,38,68,47,15,40,33,55,54,57,48
v10,33,53,43,14,59,27,41,31,45,0,37,5,16,17,48,6,15,38,65,38,10,42,39,41,38,16,55,19,64,16,26,42,37,64,45,21,54,49,46,18,40,14,26,41,43,15,13,15,33,48,18,24,21,23,68,11,24,8,31,23,24,49,41,11,41,39,15,37,41,25,8,28,46,23,42,52,13,13,47,44,20,64,36,49,53,64,10,24,26,6,36,19,47,25,25,11,75,15,13,47,32,39,37,48,25,29,42,35,29,32,31,49,26,47,35,40,68,20,23,37,50,50,44,28,19,50,52,29,21,9,35,39,38,43,33,21,29,34,11,65,48,27,39,42,21,2,47,42,11,47,50,27,31,48,41,60,32,73,12,46,33,7,33,64,45,44,34,22,33,57,18,24,32,47,31,33,34,37,35,33,33,9,17,58,52,13,24,30,62,35,14,57,52,43,30,50,24,20,19,29,17,30,43,28,20,3,26,68,22,38,62,39,21,38,24,16,39,16,18,21,58,59,11,27,41,71,35,29,25,31,29,37,42,35,38,26,38,54,42,14,25,41,41,54,19,56,38,21,24,14,44,8,46,23,51,54,11,65,20,11,9,58,14,61,50,14,9,43,27,49,25,11,18,17,18,35,32,12,8,23,21,50,34,15,28,35,6,39,44,35,7,51,18,12,35,26,50,41,54,30,19,40,33,27,26,38,27,53,14,9,21,23,10,44,11,28,18,17,12,21
