,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160,v161,v162,v163,v164,v165,v166,v167,v168,v169,v170,v171,v172,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v187,v188,v189,v190,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v204,v205,v206,v207,v208,v209,v210,v211,v212,v213,v214,v215,v216,v217,v218,v219,v220,v221,v222,v223,v224,v225,v226,v227,v228,v229,v230,v231,v232,v233,v234,v235,v236,v237,v238,v239,v240,v241,v242,v243,v244,v245,v246,v247,v248,v249,v250,v251,v252,v253,v254,v255,v256,v257,v258,v259,v260,v261,v262,v263,v264,v265,v266,v267,v268,v269,v270,v271,v272,v273,v274,v275,v276,v277,v278,v279,v280,v281,v282,v283,v284,v285,v286,v287,v288,v289,v290,v291,v292,v293,v294,v295,v296,v297,v298,v299,v300,v301,v302,v303,v304,v305,v306,v307,v308,v309,v310,v311,v312,v313,v314,v315,v316,v317,v318,v319,v320
v1,0,24,29,52,25,35,39,11,48,15,46,16,41,36,54,33,36,33,24,42,25,27,58,17,35,43,8,34,53,28,43,18,33,44,60,19,19,8,44,17,7,46,18,30,40,31,60,45,65,28,30,8,24,3,28,51,37,46,58,26,19,14,8,20,21,27,31,30,16,32,8,37,37,33,7,32,36,19,6,64,9,62,8,6,16,39,35,43,13,30,22,36,11,23,27,35,19,32,17,27,19,37,48,12,28,49,31,43,19,27,35,6,22,3,35,53,14,42,50,9,55,45,53,32,70,40,37,35,26,36,55,7,32,36,50,29,36,23,39,53,24,18,49,30,19,7,37,43,47,20,58,61,26,39,21,25,32,30,1,26,34,43,13,8,45,59,37,18,7,11,24,27,8,15,45,6,44,45,10,4,32,54,5,5,58,58,43,24,34,13,50,35,9,38,22,57,30,15,8,17,21,36,32,34,7,13,43,30,7,9,17,40,25,18,52,36,21,29,29,33,26,2,31,33,9,54,40,11,14,14,25,18,49,39,22,30,61,40,19,6,7,29,46,28,47,38,5,44,40,38,36,10,52,24,42,4,22,23,19,37,26,42,27,44,27,37,43,33,11,53,22,16,33,56,21,20,15,31,33,56,32,32,43,34,43,18,24,53,33,48,67,3,55,54,48,43,19,49,41,25,34,67,38,35,10,47,30,62,25,40,29,24,51,57,33,8,14,12,40,52
v2,24,0,5,50,23,33,15,25,46,39,22,18,23,34,30,19,34,9,16,18,25,29,34,7,33,35,32,32,29,8,23,6,31,42,36,27,43,16,40,9,23,22,16,20,16,11,36,43,41,4,32,24,22,23,26,49,13,22,34,28,25,28,26,22,3,25,7,30,18,8,24,21,13,11,27,30,34,31,18,40,21,38,16,22,28,15,11,19,11,32,22,34,35,1,29,13,13,30,41,25,21,35,24,28,28,25,29,41,21,23,11,20,12,25,11,29,10,18,48,33,31,23,29,30,46,16,17,33,28,12,53,31,12,12,26,31,34,21,15,29,2,18,47,20,33,21,13,41,35,22,34,37,30,37,27,27,30,6,25,28,32,19,23,32,21,35,13,20,31,17,24,5,32,17,25,30,36,43,20,20,16,30,25,19,34,34,33,18,32,11,26,23,31,36,24,33,28,9,16,19,45,12,30,20,17,13,19,28,29,15,19,38,31,22,50,12,21,27,9,29,24,26,17,23,23,52,38,25,12,18,13,6,25,21,20,28,59,38,17,24,19,31,44,26,23,14,29,42,38,14,34,14,28,12,40,24,2,21,17,13,8,40,17,20,25,21,19,31,35,51,6,14,29,32,37,44,15,31,9,54,26,30,41,22,29,28,6,29,31,46,43,21,53,30,24,19,19,35,17,9,32,43,20,25,24,23,28,60,11,16,27,22,27,55,31,32,10,36,38,50
v3,29,5,0,47,20,32,10,30,43,44,17,21,20,31,25,22,31,6,13,15,30,34,29,12,30,32,37,29,24,11,20,11,28,39,31,32,48,21,37,12,28,17,19,23,15,14,31,40,36,5,35,29,21,28,23,46,8,17,29,31,30,33,31,25,8,22,8,33,23,11,29,18,16,14,32,27,31,36,23,35,26,33,21,27,33,14,12,14,16,37,25,31,40,6,32,16,16,33,46,22,24,32,19,33,31,20,26,38,24,20,8,25,9,30,14,24,15,13,45,38,26,20,24,27,41,11,20,30,31,9,50,36,15,7,21,34,31,18,12,24,5,21,44,17,38,26,8,38,32,25,29,32,35,34,32,30,27,1,30,31,29,14,28,37,16,30,8,25,36,22,29,2,37,20,22,35,33,40,25,25,13,25,30,24,29,29,30,15,29,16,21,26,36,33,27,28,25,14,21,22,50,7,27,23,22,16,18,25,34,20,22,35,36,27,47,7,24,24,6,26,21,31,20,26,28,49,35,30,15,23,10,11,20,24,17,25,56,35,22,29,24,34,41,23,18,9,34,39,35,9,31,19,23,9,37,29,7,18,14,8,5,37,20,15,22,24,14,28,40,48,7,17,32,27,42,49,18,34,12,51,23,33,38,25,26,33,5,24,28,43,38,26,50,25,19,16,24,32,12,12,29,38,17,28,29,18,25,57,8,11,24,27,22,52,28,37,15,41,35,47
v4,52,50,47,0,27,29,43,41,4,41,36,68,27,16,30,69,16,41,34,62,27,31,54,45,17,17,44,18,41,58,27,54,19,8,52,33,45,46,18,59,45,32,34,70,62,61,50,13,39,52,82,44,28,49,24,7,49,46,32,78,33,38,44,72,53,25,55,80,68,58,60,29,63,61,59,20,16,33,56,38,43,42,58,46,36,61,59,39,41,34,72,16,53,49,79,63,63,80,43,25,71,15,48,40,78,61,21,15,71,27,39,58,38,55,61,45,42,42,2,43,29,27,31,20,44,54,67,17,78,56,3,49,62,54,26,81,20,29,35,27,48,68,9,30,35,45,53,9,21,72,46,41,32,15,31,77,20,48,53,78,18,35,39,50,45,43,43,34,57,41,28,45,54,67,25,58,18,7,42,48,34,50,47,47,48,32,17,32,18,55,50,73,43,26,74,47,22,55,52,69,47,52,20,70,45,63,65,22,59,61,69,12,33,34,6,50,71,23,41,21,26,52,67,73,43,8,14,63,62,66,37,56,59,71,30,22,9,12,33,58,59,81,6,24,37,52,47,16,22,44,16,44,44,38,10,56,50,29,33,55,42,10,67,46,25,71,49,19,45,5,44,64,79,48,39,46,65,81,59,4,24,30,9,72,21,34,44,47,19,6,45,51,3,34,30,63,33,23,43,59,24,41,30,75,62,61,22,10,39,46,23,28,55,5,19,46,58,44,20,12
v5,25,23,20,27,0,16,26,14,23,28,33,41,28,23,41,42,11,20,11,35,14,18,45,18,10,30,21,13,40,31,30,27,8,19,47,16,32,19,31,32,18,33,7,43,35,34,47,20,52,25,55,17,5,22,7,26,24,33,45,51,14,17,17,45,26,12,28,53,41,31,33,24,36,34,32,7,11,20,29,51,16,49,31,19,17,34,32,30,14,21,45,11,26,22,52,36,36,53,30,10,44,12,35,17,51,36,10,18,44,14,22,31,11,28,34,40,15,29,25,22,42,32,40,7,57,27,40,10,51,29,30,22,35,27,37,54,11,2,26,40,21,41,24,17,22,18,26,18,34,45,45,48,19,14,16,50,7,21,26,51,19,30,12,23,32,46,24,9,30,14,13,18,27,40,32,31,31,20,15,21,19,41,20,20,45,45,30,11,15,28,37,46,20,13,47,44,7,28,25,42,34,25,7,43,18,36,38,5,32,34,42,23,20,11,27,23,44,8,16,20,1,25,40,46,16,29,15,36,35,39,12,29,36,44,5,5,36,15,6,31,32,54,21,3,34,25,20,29,15,25,19,17,39,11,23,29,23,2,6,28,15,21,40,31,2,44,30,8,24,28,17,37,52,43,26,33,38,54,32,31,19,17,18,45,30,17,17,40,14,23,54,24,30,41,35,36,8,36,28,32,11,54,25,48,35,34,15,37,12,27,4,11,38,32,8,21,31,25,15,27
v6,35,33,32,29,16,0,42,24,27,24,49,51,44,39,57,52,15,36,27,45,10,8,61,28,26,46,27,29,56,41,46,37,14,21,63,16,26,29,47,42,28,49,17,53,45,44,63,16,68,35,65,27,11,32,9,22,40,49,61,61,16,21,27,55,36,28,38,63,51,41,43,40,46,44,42,23,27,16,39,67,26,65,41,29,19,44,42,46,24,5,55,13,36,32,62,46,46,63,22,26,54,26,51,23,61,52,26,14,54,30,38,41,25,38,44,56,25,45,29,26,58,48,56,21,73,43,50,18,61,39,32,32,45,39,53,64,9,16,42,56,31,51,20,33,16,28,40,22,50,55,61,64,9,14,14,60,13,33,36,61,35,46,22,33,48,62,40,17,40,24,11,30,37,50,48,41,47,36,25,31,35,57,30,30,61,61,46,27,31,38,53,56,26,3,57,60,23,38,35,52,22,39,11,53,28,46,48,13,42,44,52,39,10,17,23,39,54,24,32,36,15,35,50,56,26,21,15,46,45,49,28,39,52,54,21,15,26,21,16,41,42,64,25,15,50,41,30,45,7,41,35,27,55,27,39,39,33,14,18,40,29,37,50,47,16,54,46,16,28,24,27,47,62,59,14,21,48,64,42,33,35,3,32,55,46,17,27,56,30,35,70,34,26,57,51,46,16,52,44,42,5,70,41,58,45,50,31,27,28,43,16,11,54,30,10,29,41,27,9,17
v7,39,15,10,43,26,42,0,40,39,54,7,27,16,27,15,26,27,6,15,19,40,44,19,22,26,28,47,25,14,15,16,21,28,35,21,42,58,31,33,22,38,11,29,27,19,18,21,36,26,11,39,39,31,38,33,42,6,7,19,35,40,43,41,29,18,18,12,37,33,15,39,14,20,18,42,23,27,46,33,25,36,23,31,37,43,18,16,4,26,47,29,29,50,16,36,20,20,37,56,18,32,28,9,43,35,18,22,34,30,16,4,35,17,40,18,14,25,3,41,48,16,16,14,23,31,11,24,26,35,13,46,46,19,11,17,38,33,26,8,18,15,25,40,13,48,36,10,34,28,29,19,22,45,30,42,34,29,9,40,35,25,8,38,47,6,20,2,35,46,32,39,12,47,26,18,45,29,36,35,35,9,15,40,34,19,19,26,15,25,26,11,30,46,39,31,18,21,24,31,28,60,9,31,27,32,26,22,29,44,30,26,31,46,37,43,7,28,20,10,22,27,41,24,30,38,45,31,40,25,33,14,21,16,28,21,27,52,31,32,39,34,38,37,27,8,9,44,35,35,1,27,29,13,15,33,39,17,28,24,12,13,33,24,5,26,28,6,26,50,44,17,23,36,17,52,59,24,38,16,47,19,43,34,29,22,43,15,14,24,39,28,36,46,15,13,20,34,28,2,16,37,28,13,32,39,18,21,53,14,3,26,37,12,48,32,47,25,51,33,43
v8,11,25,30,41,14,24,40,0,37,14,47,27,42,37,55,34,25,34,25,43,14,16,59,18,24,44,7,27,54,29,44,19,22,33,61,8,18,9,45,18,4,47,11,31,41,32,61,34,66,29,41,3,13,8,17,40,38,47,59,37,8,3,3,31,22,26,32,39,27,33,19,38,38,34,18,21,25,8,15,65,4,63,17,5,5,40,36,44,14,19,31,25,12,24,38,36,22,39,16,24,30,26,49,3,37,50,24,32,30,28,36,17,23,14,36,54,15,43,39,8,56,46,54,21,71,41,38,24,37,37,44,8,33,37,51,40,25,14,40,54,25,27,38,31,8,4,38,32,48,31,59,62,15,28,10,36,21,31,12,37,33,44,2,9,46,60,38,7,16,8,13,28,13,26,46,17,45,34,5,7,33,55,6,6,59,59,44,25,29,14,51,36,6,27,33,58,21,16,11,28,20,37,21,35,8,22,44,19,18,20,28,37,14,7,41,37,30,22,30,34,15,11,32,34,2,43,29,22,21,25,26,19,50,40,19,19,50,29,8,17,18,40,35,17,48,39,6,43,29,39,33,11,53,25,37,15,23,12,16,38,27,35,28,45,16,38,44,22,10,42,23,23,38,57,12,19,24,40,34,45,33,21,32,35,44,7,25,54,28,37,68,10,44,55,49,44,8,50,42,26,23,68,39,36,21,48,29,51,26,41,18,13,52,46,22,7,17,11,29,41
v9,48,46,43,4,23,27,39,37,0,39,32,64,23,12,30,65,12,37,30,58,25,29,50,41,13,19,40,14,37,54,23,50,15,6,48,29,43,42,20,55,41,28,30,66,58,57,46,11,41,48,78,40,24,45,20,5,45,42,34,74,29,34,40,68,49,21,51,76,64,54,56,25,59,57,55,16,12,31,52,40,39,38,54,42,32,57,55,35,37,32,68,14,49,45,75,59,59,76,41,21,67,11,44,36,74,57,17,13,67,23,35,54,34,51,57,41,38,38,2,39,31,23,29,16,46,50,63,13,74,52,7,45,58,50,26,77,18,25,31,29,44,64,7,26,33,41,49,5,23,68,42,37,30,13,27,73,16,44,49,74,14,31,35,46,41,39,39,30,53,37,24,41,50,63,21,54,20,9,38,44,30,46,43,43,44,34,19,28,14,51,46,69,39,24,70,43,18,51,48,65,45,48,16,66,41,59,61,18,55,57,65,12,31,30,4,46,67,19,37,17,22,48,63,69,39,6,12,59,58,62,33,52,55,67,26,18,13,8,29,54,55,77,2,20,33,48,43,18,20,40,12,40,40,34,12,52,46,25,29,51,38,10,63,42,21,67,45,15,41,5,40,60,75,44,37,44,61,77,55,8,20,28,5,68,19,30,40,43,15,8,43,47,7,30,26,59,29,25,39,55,22,43,26,71,58,57,18,14,35,42,19,24,51,9,17,42,54,40,18,10
v10,15,39,44,41,28,24,54,14,39,0,61,27,56,51,69,48,27,48,39,57,14,16,73,32,38,58,7,41,68,43,58,33,26,33,75,12,4,23,59,32,16,61,25,45,55,46,75,34,80,43,41,15,23,16,21,40,52,61,73,37,14,11,13,31,36,40,46,45,27,47,19,52,52,48,18,35,39,8,21,79,18,77,23,17,11,54,50,58,28,19,37,25,12,38,40,50,34,47,2,38,30,38,63,11,43,64,38,32,30,42,50,19,37,14,50,68,29,57,41,6,70,60,68,33,85,55,52,30,39,51,44,8,47,51,65,42,25,28,54,68,39,33,38,45,8,18,52,34,62,31,73,76,15,28,12,36,25,45,14,37,47,58,16,9,60,74,52,19,16,22,15,42,13,28,60,17,59,48,19,19,47,69,14,20,73,73,58,39,43,28,65,50,8,27,33,72,35,30,23,28,6,51,23,49,22,28,58,25,18,24,30,51,14,17,41,51,36,36,44,48,27,13,46,48,16,43,29,22,29,25,40,33,64,54,33,27,50,33,22,17,20,40,37,27,62,53,10,57,29,53,47,25,67,39,51,15,37,26,30,52,41,49,42,59,28,52,58,28,4,42,37,31,48,71,10,5,30,46,48,45,47,21,44,49,58,11,39,68,42,47,82,18,44,69,63,58,20,64,56,40,23,82,53,50,21,62,43,51,40,55,28,17,66,46,22,7,29,3,29,41
